YEAR,MO,DY,HR,ALLSKY_KT,ALLSKY_SRF_ALB,SZA,ALLSKY_SFC_PAR_TOT,ALLSKY_SFC_SW_DWN
2020,10,27,9,0.23,0.13,76.3,32.62,76.51
2020,10,27,10,0.28,0.12,71.73,52.02,119.91
2020,10,27,11,0.32,0.09,69.12,69.17,156.89
2020,10,27,12,0.44,0.13,68.75,94.62,220.45
2020,10,27,13,0.34,0.09,70.67,67.5,153.18
2020,10,27,14,0.29,0.13,74.67,46.52,106.34
2020,10,27,15,0.27,0.15,80.39,25.1,61.45
2020,10,27,16,0.33,0.14,87.3,6.7,21.35
2020,10,27,17,-999,-999,-999,0,0
2020,10,27,18,-999,-999,-999,0,0
2020,10,27,19,-999,-999,-999,0,0
2020,10,27,20,-999,-999,-999,0,0
2020,10,27,21,-999,-999,-999,0,0
2020,10,27,22,-999,-999,-999,0,0
2020,10,27,23,-999,-999,-999,0,0
2020,10,28,0,-999,-999,-999,0,0
2020,10,28,1,-999,-999,-999,0,0
2020,10,28,2,-999,-999,-999,0,0
2020,10,28,3,-999,-999,-999,0,0
2020,10,28,4,-999,-999,-999,0,0
2020,10,28,5,-999,-999,-999,0,0
2020,10,28,6,-999,-999,-999,0,0
2020,10,28,7,0.41,0.14,89.05,2.52,9.35
2020,10,28,8,0.46,0.17,82.76,31.62,80.14
2020,10,28,9,0.5,0.15,76.61,66.52,160.55
2020,10,28,10,0.54,0.12,72.04,96.98,228.01
2020,10,28,11,0.54,0.12,69.45,112.27,259.8
2020,10,28,12,0.48,0.12,69.09,103.73,236.38
2020,10,28,13,0.36,0.13,71,70.62,160.74
2020,10,28,14,0.33,0.13,74.99,51.12,116.76
2020,10,28,15,0.24,0.13,80.7,23.33,53.45
2020,10,28,16,0.3,0.12,87.54,5.3,17.34
2020,10,28,17,-999,-999,-999,0,0
2020,10,28,18,-999,-999,-999,0,0
2020,10,28,19,-999,-999,-999,0,0
2020,10,28,20,-999,-999,-999,0,0
2020,10,28,21,-999,-999,-999,0,0
2020,10,28,22,-999,-999,-999,0,0
2020,10,28,23,-999,-999,-999,0,0
2020,10,29,0,-999,-999,-999,0,0
2020,10,29,1,-999,-999,-999,0,0
2020,10,29,2,-999,-999,-999,0,0
2020,10,29,3,-999,-999,-999,0,0
2020,10,29,4,-999,-999,-999,0,0
2020,10,29,5,-999,-999,-999,0,0
2020,10,29,6,-999,-999,-999,0,0
2020,10,29,7,0.31,0.09,89.19,1.33,6.13
2020,10,29,8,0.35,0.15,83.04,23.73,59.16
2020,10,29,9,0.44,0.15,76.91,54.8,137.88
2020,10,29,10,0.48,0.07,72.36,81.15,199.66
2020,10,29,11,0.54,0.08,69.77,105.7,256.02
2020,10,29,12,0.58,0.11,69.41,121.52,280.42
2020,10,29,13,0.58,0.11,71.33,107.85,255.91
2020,10,29,14,0.53,0.15,75.31,79.23,186.43
2020,10,29,15,0.48,0.16,81,42.92,103.05
2020,10,29,16,0.41,0.16,87.77,6.7,21.98
2020,10,29,17,-999,-999,-999,0,0
2020,10,29,18,-999,-999,-999,0,0
2020,10,29,19,-999,-999,-999,0,0
2020,10,29,20,-999,-999,-999,0,0
2020,10,29,21,-999,-999,-999,0,0
2020,10,29,22,-999,-999,-999,0,0
2020,10,29,23,-999,-999,-999,0,0
2020,10,30,0,-999,-999,-999,0,0
2020,10,30,1,-999,-999,-999,0,0
2020,10,30,2,-999,-999,-999,0,0
2020,10,30,3,-999,-999,-999,0,0
2020,10,30,4,-999,-999,-999,0,0
2020,10,30,5,-999,-999,-999,0,0
2020,10,30,6,-999,-999,-999,0,0
2020,10,30,7,0.38,0.07,89.31,1.2,6.34
2020,10,30,8,0.25,0.14,83.32,16.2,39.74
2020,10,30,9,0.2,0.12,77.21,25.52,61.41
2020,10,30,10,0.16,0.12,72.67,30.4,68.23
2020,10,30,11,0.19,0.12,70.09,39.55,87.75
2020,10,30,12,0.27,0.13,69.74,56.65,128.36
2020,10,30,13,0.25,0.12,71.65,47.75,108.5
2020,10,30,14,0.22,0.12,75.62,32.48,73.92
2020,10,30,15,0.12,0.13,81.3,11.3,25.33
2020,10,30,16,0.21,0.09,87.98,2.77,10.34
2020,10,30,17,-999,-999,-999,0,0
2020,10,30,18,-999,-999,-999,0,0
2020,10,30,19,-999,-999,-999,0,0
2020,10,30,20,-999,-999,-999,0,0
2020,10,30,21,-999,-999,-999,0,0
2020,10,30,22,-999,-999,-999,0,0
2020,10,30,23,-999,-999,-999,0,0
2020,10,31,0,-999,-999,-999,0,0
2020,10,31,1,-999,-999,-999,0,0
2020,10,31,2,-999,-999,-999,0,0
2020,10,31,3,-999,-999,-999,0,0
2020,10,31,4,-999,-999,-999,0,0
2020,10,31,5,-999,-999,-999,0,0
2020,10,31,6,-999,-999,-999,0,0
2020,10,31,7,0.57,0.1,89.42,1.4,7.91
2020,10,31,8,0.47,0.17,83.6,28.95,71.67
2020,10,31,9,0.48,0.16,77.51,62.45,145.44
2020,10,31,10,0.5,0.15,72.98,88.98,202.38
2020,10,31,11,0.39,0.12,70.41,78.7,182.59
2020,10,31,12,0.45,0.1,70.06,93.9,214.84
2020,10,31,13,0.29,0.13,71.97,54.83,124.82
2020,10,31,14,0.22,0.12,75.93,31.55,73.4
2020,10,31,15,0.18,0.15,81.59,16.4,36.62
2020,10,31,16,0.29,0.12,88.19,3.83,12.62
2020,10,31,17,-999,-999,-999,0,0
2020,10,31,18,-999,-999,-999,0,0
2020,10,31,19,-999,-999,-999,0,0
2020,10,31,20,-999,-999,-999,0,0
2020,10,31,21,-999,-999,-999,0,0
2020,10,31,22,-999,-999,-999,0,0
2020,10,31,23,-999,-999,-999,0,0
2020,11,1,0,-999,-999,-999,0,0
2020,11,1,1,-999,-999,-999,0,0
2020,11,1,2,-999,-999,-999,0,0
2020,11,1,3,-999,-999,-999,0,0
2020,11,1,4,-999,-999,-999,0,0
2020,11,1,5,-999,-999,-999,0,0
2020,11,1,6,-999,-999,-999,0,0
2020,11,1,7,-999,-999,-999,0,0
2020,11,1,8,0.3,0.12,83.41,19.95,47.5
2020,11,1,9,0.44,0.13,77.8,54.05,127.72
2020,11,1,10,0.44,0.12,73.29,75.9,173.01
2020,11,1,11,0.41,0.12,70.73,81.75,188.12
2020,11,1,12,0.39,0.12,70.38,78.9,181.24
2020,11,1,13,0.3,0.12,72.28,53.05,127.12
2020,11,1,14,0.27,0.12,76.23,39,88.01
2020,11,1,15,0.28,0.12,81.88,25.17,55.01
2020,11,1,16,0.3,0.11,88.38,3.7,11.95
2020,11,1,17,-999,-999,-999,0,0
2020,11,1,18,-999,-999,-999,0,0
2020,11,1,19,-999,-999,-999,0,0
2020,11,1,20,-999,-999,-999,0,0
2020,11,1,21,-999,-999,-999,0,0
2020,11,1,22,-999,-999,-999,0,0
2020,11,1,23,-999,-999,-999,0,0
2020,11,2,0,-999,-999,-999,0,0
2020,11,2,1,-999,-999,-999,0,0
2020,11,2,2,-999,-999,-999,0,0
2020,11,2,3,-999,-999,-999,0,0
2020,11,2,4,-999,-999,-999,0,0
2020,11,2,5,-999,-999,-999,0,0
2020,11,2,6,-999,-999,-999,0,0
2020,11,2,7,-999,-999,-999,0,0
2020,11,2,8,0.31,0.15,83.77,19.77,47.26
2020,11,2,9,0.15,0.12,78.09,17.67,41.59
2020,11,2,10,0.12,0.12,73.59,21.52,47.45
2020,11,2,11,0.16,0.11,71.05,30.75,68.5
2020,11,2,12,0.21,0.11,70.7,43.02,97.59
2020,11,2,13,0.18,0.12,72.59,33.12,74.45
2020,11,2,14,0.18,0.11,76.53,24.92,57.44
2020,11,2,15,0.12,0.12,82.16,11.2,23.58
2020,11,2,16,0.32,0.12,88.55,3.4,11.26
2020,11,2,17,-999,-999,-999,0,0
2020,11,2,18,-999,-999,-999,0,0
2020,11,2,19,-999,-999,-999,0,0
2020,11,2,20,-999,-999,-999,0,0
2020,11,2,21,-999,-999,-999,0,0
2020,11,2,22,-999,-999,-999,0,0
2020,11,2,23,-999,-999,-999,0,0
2020,11,3,0,-999,-999,-999,0,0
2020,11,3,1,-999,-999,-999,0,0
2020,11,3,2,-999,-999,-999,0,0
2020,11,3,3,-999,-999,-999,0,0
2020,11,3,4,-999,-999,-999,0,0
2020,11,3,5,-999,-999,-999,0,0
2020,11,3,6,-999,-999,-999,0,0
2020,11,3,7,-999,-999,-999,0,0
2020,11,3,8,0.38,0.15,84.13,21.05,54.31
2020,11,3,9,0.49,0.14,78.38,55.35,136.34
2020,11,3,10,0.5,0.13,73.9,80.75,190.79
2020,11,3,11,0.45,0.1,71.36,82.25,197.43
2020,11,3,12,0.47,0.11,71.01,88.27,212.7
2020,11,3,13,0.6,0.14,72.9,101.7,245.57
2020,11,3,14,0.56,0.14,76.82,73.2,177.97
2020,11,3,15,0.48,0.16,82.45,35.45,88.3
2020,11,3,16,0.39,0.14,88.72,3.5,12.2
2020,11,3,17,-999,-999,-999,0,0
2020,11,3,18,-999,-999,-999,0,0
2020,11,3,19,-999,-999,-999,0,0
2020,11,3,20,-999,-999,-999,0,0
2020,11,3,21,-999,-999,-999,0,0
2020,11,3,22,-999,-999,-999,0,0
2020,11,3,23,-999,-999,-999,0,0
2020,11,4,0,-999,-999,-999,0,0
2020,11,4,1,-999,-999,-999,0,0
2020,11,4,2,-999,-999,-999,0,0
2020,11,4,3,-999,-999,-999,0,0
2020,11,4,4,-999,-999,-999,0,0
2020,11,4,5,-999,-999,-999,0,0
2020,11,4,6,-999,-999,-999,0,0
2020,11,4,7,-999,-999,-999,0,0
2020,11,4,8,0.46,0.16,84.48,23.35,61.48
2020,11,4,9,0.59,0.15,78.66,65,158.4
2020,11,4,10,0.66,0.14,74.2,105.83,247.2
2020,11,4,11,0.65,0.13,71.66,120.9,283.41
2020,11,4,12,0.59,0.13,71.32,111.83,261.79
2020,11,4,13,0.49,0.12,73.2,86.12,197.98
2020,11,4,14,0.42,0.13,77.11,53.7,130.74
2020,11,4,15,0.37,0.15,82.72,26.73,64.58
2020,11,4,16,0.45,0.15,88.87,3.3,12.09
2020,11,4,17,-999,-999,-999,0,0
2020,11,4,18,-999,-999,-999,0,0
2020,11,4,19,-999,-999,-999,0,0
2020,11,4,20,-999,-999,-999,0,0
2020,11,4,21,-999,-999,-999,0,0
2020,11,4,22,-999,-999,-999,0,0
2020,11,4,23,-999,-999,-999,0,0
2020,11,5,0,-999,-999,-999,0,0
2020,11,5,1,-999,-999,-999,0,0
2020,11,5,2,-999,-999,-999,0,0
2020,11,5,3,-999,-999,-999,0,0
2020,11,5,4,-999,-999,-999,0,0
2020,11,5,5,-999,-999,-999,0,0
2020,11,5,6,-999,-999,-999,0,0
2020,11,5,7,-999,-999,-999,0,0
2020,11,5,8,0.17,0.1,84.81,8.45,21.79
2020,11,5,9,0.16,0.11,78.95,18.62,43.59
2020,11,5,10,0.23,0.12,74.49,38.23,86.59
2020,11,5,11,0.25,0.12,71.96,46.58,107.45
2020,11,5,12,0.2,0.11,71.62,39.02,88.1
2020,11,5,13,0.3,0.12,73.49,52.95,119.97
2020,11,5,14,0.18,0.11,77.39,23.58,53.67
2020,11,5,15,0.16,0.12,82.98,11.3,26.05
2020,11,5,16,0.38,0.12,89.01,2.6,9.11
2020,11,5,17,-999,-999,-999,0,0
2020,11,5,18,-999,-999,-999,0,0
2020,11,5,19,-999,-999,-999,0,0
2020,11,5,20,-999,-999,-999,0,0
2020,11,5,21,-999,-999,-999,0,0
2020,11,5,22,-999,-999,-999,0,0
2020,11,5,23,-999,-999,-999,0,0
2020,11,6,0,-999,-999,-999,0,0
2020,11,6,1,-999,-999,-999,0,0
2020,11,6,2,-999,-999,-999,0,0
2020,11,6,3,-999,-999,-999,0,0
2020,11,6,4,-999,-999,-999,0,0
2020,11,6,5,-999,-999,-999,0,0
2020,11,6,6,-999,-999,-999,0,0
2020,11,6,7,-999,-999,-999,0,0
2020,11,6,8,0.4,0.15,85.13,18.48,47.13
2020,11,6,9,0.6,0.24,79.23,67.62,155.78
2020,11,6,10,0.52,0.14,74.78,85.27,191.2
2020,11,6,11,0.62,0.13,72.26,115.45,260.55
2020,11,6,12,0.59,0.13,71.91,111.4,251.08
2020,11,6,13,0.58,0.14,73.78,99.2,222.74
2020,11,6,14,0.45,0.13,77.66,57.42,131.34
2020,11,6,15,0.44,0.15,83.25,29.75,70.91
2020,11,6,16,0.45,0.14,89.13,2.55,9.4
2020,11,6,17,-999,-999,-999,0,0
2020,11,6,18,-999,-999,-999,0,0
2020,11,6,19,-999,-999,-999,0,0
2020,11,6,20,-999,-999,-999,0,0
2020,11,6,21,-999,-999,-999,0,0
2020,11,6,22,-999,-999,-999,0,0
2020,11,6,23,-999,-999,-999,0,0
2020,11,7,0,-999,-999,-999,0,0
2020,11,7,1,-999,-999,-999,0,0
2020,11,7,2,-999,-999,-999,0,0
2020,11,7,3,-999,-999,-999,0,0
2020,11,7,4,-999,-999,-999,0,0
2020,11,7,5,-999,-999,-999,0,0
2020,11,7,6,-999,-999,-999,0,0
2020,11,7,7,-999,-999,-999,0,0
2020,11,7,8,0.47,0.16,85.45,18.95,51.76
2020,11,7,9,0.45,0.14,79.51,45.33,112.31
2020,11,7,10,0.41,0.13,75.07,61.08,144.98
2020,11,7,11,0.38,0.12,72.55,66.23,156.24
2020,11,7,12,0.38,0.12,72.21,68.9,163.62
2020,11,7,13,0.4,0.12,74.06,63.83,151.89
2020,11,7,14,0.38,0.12,77.94,45.62,111.25
2020,11,7,15,0.33,0.14,83.51,20.02,51.66
2020,11,7,16,0.43,0.1,89.25,1.85,7.7
2020,11,7,17,-999,-999,-999,0,0
2020,11,7,18,-999,-999,-999,0,0
2020,11,7,19,-999,-999,-999,0,0
2020,11,7,20,-999,-999,-999,0,0
2020,11,7,21,-999,-999,-999,0,0
2020,11,7,22,-999,-999,-999,0,0
2020,11,7,23,-999,-999,-999,0,0
2020,11,8,0,-999,-999,-999,0,0
2020,11,8,1,-999,-999,-999,0,0
2020,11,8,2,-999,-999,-999,0,0
2020,11,8,3,-999,-999,-999,0,0
2020,11,8,4,-999,-999,-999,0,0
2020,11,8,5,-999,-999,-999,0,0
2020,11,8,6,-999,-999,-999,0,0
2020,11,8,7,-999,-999,-999,0,0
2020,11,8,8,0.47,0.16,85.74,17.33,48.48
2020,11,8,9,0.57,0.16,79.79,57.65,140.88
2020,11,8,10,0.62,0.15,75.35,92.35,220.09
2020,11,8,11,0.66,0.14,72.84,112.85,267.69
2020,11,8,12,0.66,0.12,72.49,116.45,275.46
2020,11,8,13,0.64,0.15,74.34,101.7,240.34
2020,11,8,14,0.59,0.15,78.2,69.3,168.84
2020,11,8,15,0.48,0.16,83.76,28.7,73.02
2020,11,8,16,0.52,0.1,89.36,1.67,8.17
2020,11,8,17,-999,-999,-999,0,0
2020,11,8,18,-999,-999,-999,0,0
2020,11,8,19,-999,-999,-999,0,0
2020,11,8,20,-999,-999,-999,0,0
2020,11,8,21,-999,-999,-999,0,0
2020,11,8,22,-999,-999,-999,0,0
2020,11,8,23,-999,-999,-999,0,0
2020,11,9,0,-999,-999,-999,0,0
2020,11,9,1,-999,-999,-999,0,0
2020,11,9,2,-999,-999,-999,0,0
2020,11,9,3,-999,-999,-999,0,0
2020,11,9,4,-999,-999,-999,0,0
2020,11,9,5,-999,-999,-999,0,0
2020,11,9,6,-999,-999,-999,0,0
2020,11,9,7,-999,-999,-999,0,0
2020,11,9,8,0.38,0.15,86.02,13.05,35.73
2020,11,9,9,0.34,0.14,80.06,33.27,81.81
2020,11,9,10,0.19,0.11,75.63,28.02,64.41
2020,11,9,11,0.17,0.11,73.13,31.08,70.56
2020,11,9,12,0.19,0.11,72.78,34.02,78.02
2020,11,9,13,0.17,0.11,74.62,27.85,63.15
2020,11,9,14,0.16,0.1,78.47,18.95,44.72
2020,11,9,15,0.26,0.13,83.45,15.45,40.27
2020,11,9,16,-999,-999,-999,0,0
2020,11,9,17,-999,-999,-999,0,0
2020,11,9,18,-999,-999,-999,0,0
2020,11,9,19,-999,-999,-999,0,0
2020,11,9,20,-999,-999,-999,0,0
2020,11,9,21,-999,-999,-999,0,0
2020,11,9,22,-999,-999,-999,0,0
2020,11,9,23,-999,-999,-999,0,0
2020,11,10,0,-999,-999,-999,0,0
2020,11,10,1,-999,-999,-999,0,0
2020,11,10,2,-999,-999,-999,0,0
2020,11,10,3,-999,-999,-999,0,0
2020,11,10,4,-999,-999,-999,0,0
2020,11,10,5,-999,-999,-999,0,0
2020,11,10,6,-999,-999,-999,0,0
2020,11,10,7,-999,-999,-999,0,0
2020,11,10,8,0.27,0.12,86.3,8.15,23.87
2020,11,10,9,0.27,0.14,80.33,23.45,61.29
2020,11,10,10,0.09,0.11,75.91,12.08,30.66
2020,11,10,11,0.14,0.11,73.41,24.38,56.45
2020,11,10,12,0.12,0.11,73.05,19.98,47.7
2020,11,10,13,0.1,0.1,74.88,15.15,35.74
2020,11,10,14,0.13,0.11,78.73,14.85,36.7
2020,11,10,15,0.25,0.15,83.78,14.08,37.19
2020,11,10,16,-999,-999,-999,0,0
2020,11,10,17,-999,-999,-999,0,0
2020,11,10,18,-999,-999,-999,0,0
2020,11,10,19,-999,-999,-999,0,0
2020,11,10,20,-999,-999,-999,0,0
2020,11,10,21,-999,-999,-999,0,0
2020,11,10,22,-999,-999,-999,0,0
2020,11,10,23,-999,-999,-999,0,0
2020,11,11,0,-999,-999,-999,0,0
2020,11,11,1,-999,-999,-999,0,0
2020,11,11,2,-999,-999,-999,0,0
2020,11,11,3,-999,-999,-999,0,0
2020,11,11,4,-999,-999,-999,0,0
2020,11,11,5,-999,-999,-999,0,0
2020,11,11,6,-999,-999,-999,0,0
2020,11,11,7,-999,-999,-999,0,0
2020,11,11,8,0.34,0.14,86.56,9.7,27.85
2020,11,11,9,0.43,0.16,80.59,39.3,97.71
2020,11,11,10,0.11,0.11,76.19,15.02,36.83
2020,11,11,11,0.11,0.1,73.69,19.02,43.03
2020,11,11,12,0.12,0.11,73.33,21.23,48.27
2020,11,11,13,0.12,0.1,75.15,17.65,40.38
2020,11,11,14,0.11,0.09,78.97,11.88,28.63
2020,11,11,15,0.27,0.14,84.09,14.4,38.21
2020,11,11,16,-999,-999,-999,0,0
2020,11,11,17,-999,-999,-999,0,0
2020,11,11,18,-999,-999,-999,0,0
2020,11,11,19,-999,-999,-999,0,0
2020,11,11,20,-999,-999,-999,0,0
2020,11,11,21,-999,-999,-999,0,0
2020,11,11,22,-999,-999,-999,0,0
2020,11,11,23,-999,-999,-999,0,0
2020,11,12,0,-999,-999,-999,0,0
2020,11,12,1,-999,-999,-999,0,0
2020,11,12,2,-999,-999,-999,0,0
2020,11,12,3,-999,-999,-999,0,0
2020,11,12,4,-999,-999,-999,0,0
2020,11,12,5,-999,-999,-999,0,0
2020,11,12,6,-999,-999,-999,0,0
2020,11,12,7,-999,-999,-999,0,0
2020,11,12,8,0.25,0.13,86.81,6.08,19.3
2020,11,12,9,0.21,0.13,80.86,18.92,46.59
2020,11,12,10,0.11,0.11,76.45,14.8,36.28
2020,11,12,11,0.14,0.12,73.96,22.35,53.01
2020,11,12,12,0.15,0.12,73.59,25.52,59
2020,11,12,13,0.08,0.1,75.41,11.48,27.38
2020,11,12,14,0.08,0.1,79.22,8,20.34
2020,11,12,15,0.16,0.12,84.39,8.77,22.74
2020,11,12,16,-999,-999,-999,0,0
2020,11,12,17,-999,-999,-999,0,0
2020,11,12,18,-999,-999,-999,0,0
2020,11,12,19,-999,-999,-999,0,0
2020,11,12,20,-999,-999,-999,0,0
2020,11,12,21,-999,-999,-999,0,0
2020,11,12,22,-999,-999,-999,0,0
2020,11,12,23,-999,-999,-999,0,0
2020,11,13,0,-999,-999,-999,0,0
2020,11,13,1,-999,-999,-999,0,0
2020,11,13,2,-999,-999,-999,0,0
2020,11,13,3,-999,-999,-999,0,0
2020,11,13,4,-999,-999,-999,0,0
2020,11,13,5,-999,-999,-999,0,0
2020,11,13,6,-999,-999,-999,0,0
2020,11,13,7,-999,-999,-999,0,0
2020,11,13,8,0.36,0.14,87.05,8.48,25.77
2020,11,13,9,0.4,0.16,81.12,35.75,85.62
2020,11,13,10,0.36,0.12,76.72,48.7,114.06
2020,11,13,11,0.37,0.12,74.23,60.77,140.23
2020,11,13,12,0.33,0.12,73.86,53.33,127.7
2020,11,13,13,0.3,0.12,75.66,45.62,104.25
2020,11,13,14,0.32,0.12,79.45,33.33,81.95
2020,11,13,15,0.29,0.12,84.68,14.35,37.03
2020,11,13,16,-999,-999,-999,0,0
2020,11,13,17,-999,-999,-999,0,0
2020,11,13,18,-999,-999,-999,0,0
2020,11,13,19,-999,-999,-999,0,0
2020,11,13,20,-999,-999,-999,0,0
2020,11,13,21,-999,-999,-999,0,0
2020,11,13,22,-999,-999,-999,0,0
2020,11,13,23,-999,-999,-999,0,0
2020,11,14,0,-999,-999,-999,0,0
2020,11,14,1,-999,-999,-999,0,0
2020,11,14,2,-999,-999,-999,0,0
2020,11,14,3,-999,-999,-999,0,0
2020,11,14,4,-999,-999,-999,0,0
2020,11,14,5,-999,-999,-999,0,0
2020,11,14,6,-999,-999,-999,0,0
2020,11,14,7,-999,-999,-999,0,0
2020,11,14,8,0.32,0.13,87.27,7.1,21.36
2020,11,14,9,0.29,0.14,81.37,26.25,59.98
2020,11,14,10,0.37,0.13,76.98,49.62,115.99
2020,11,14,11,0.34,0.13,74.48,55.17,128.91
2020,11,14,12,0.38,0.12,74.12,63.17,144.05
2020,11,14,13,0.39,0.13,75.91,56.52,131.46
2020,11,14,14,0.34,0.12,79.69,35.83,83.09
2020,11,14,15,0.3,0.12,84.95,14.62,36.98
2020,11,14,16,-999,-999,-999,0,0
2020,11,14,17,-999,-999,-999,0,0
2020,11,14,18,-999,-999,-999,0,0
2020,11,14,19,-999,-999,-999,0,0
2020,11,14,20,-999,-999,-999,0,0
2020,11,14,21,-999,-999,-999,0,0
2020,11,14,22,-999,-999,-999,0,0
2020,11,14,23,-999,-999,-999,0,0
2020,11,15,0,-999,-999,-999,0,0
2020,11,15,1,-999,-999,-999,0,0
2020,11,15,2,-999,-999,-999,0,0
2020,11,15,3,-999,-999,-999,0,0
2020,11,15,4,-999,-999,-999,0,0
2020,11,15,5,-999,-999,-999,0,0
2020,11,15,6,-999,-999,-999,0,0
2020,11,15,7,-999,-999,-999,0,0
2020,11,15,8,0.3,0.13,87.49,6.1,18.78
2020,11,15,9,0.31,0.12,81.62,27.48,63.3
2020,11,15,10,0.41,0.13,77.23,53.62,125.48
2020,11,15,11,0.45,0.13,74.74,71.52,164.82
2020,11,15,12,0.44,0.13,74.37,70.77,164.32
2020,11,15,13,0.37,0.12,76.15,52.42,123.43
2020,11,15,14,0.37,0.14,79.91,38.02,89.97
2020,11,15,15,0.28,0.12,85.2,12.58,32.99
2020,11,15,16,-999,-999,-999,0,0
2020,11,15,17,-999,-999,-999,0,0
2020,11,15,18,-999,-999,-999,0,0
2020,11,15,19,-999,-999,-999,0,0
2020,11,15,20,-999,-999,-999,0,0
2020,11,15,21,-999,-999,-999,0,0
2020,11,15,22,-999,-999,-999,0,0
2020,11,15,23,-999,-999,-999,0,0
2020,11,16,0,-999,-999,-999,0,0
2020,11,16,1,-999,-999,-999,0,0
2020,11,16,2,-999,-999,-999,0,0
2020,11,16,3,-999,-999,-999,0,0
2020,11,16,4,-999,-999,-999,0,0
2020,11,16,5,-999,-999,-999,0,0
2020,11,16,6,-999,-999,-999,0,0
2020,11,16,7,-999,-999,-999,0,0
2020,11,16,8,0.3,0.12,87.7,5.23,16.68
2020,11,16,9,0.29,0.13,81.87,24.9,57.36
2020,11,16,10,0.36,0.13,77.48,44.77,107.39
2020,11,16,11,0.35,0.12,74.99,53.77,127.41
2020,11,16,12,0.36,0.12,74.61,58.75,132.05
2020,11,16,13,0.34,0.12,76.38,46.08,109.5
2020,11,16,14,0.31,0.13,80.13,30.75,73.7
2020,11,16,15,0.29,0.12,85.45,11.27,32.31
2020,11,16,16,-999,-999,-999,0,0
2020,11,16,17,-999,-999,-999,0,0
2020,11,16,18,-999,-999,-999,0,0
2020,11,16,19,-999,-999,-999,0,0
2020,11,16,20,-999,-999,-999,0,0
2020,11,16,21,-999,-999,-999,0,0
2020,11,16,22,-999,-999,-999,0,0
2020,11,16,23,-999,-999,-999,0,0
2020,11,17,0,-999,-999,-999,0,0
2020,11,17,1,-999,-999,-999,0,0
2020,11,17,2,-999,-999,-999,0,0
2020,11,17,3,-999,-999,-999,0,0
2020,11,17,4,-999,-999,-999,0,0
2020,11,17,5,-999,-999,-999,0,0
2020,11,17,6,-999,-999,-999,0,0
2020,11,17,7,-999,-999,-999,0,0
2020,11,17,8,0.27,0.12,87.89,4.48,14.12
2020,11,17,9,0.2,0.12,82.11,18.02,38.88
2020,11,17,10,0.12,0.1,77.73,14.7,34.68
2020,11,17,11,0.16,0.11,75.24,25.23,56.34
2020,11,17,12,0.34,0.13,74.85,53.8,125.92
2020,11,17,13,0.17,0.12,76.61,24.1,55.23
2020,11,17,14,0.14,0.11,80.34,15.23,33.2
2020,11,17,15,0.23,0.11,85.67,8.95,23.98
2020,11,17,16,-999,-999,-999,0,0
2020,11,17,17,-999,-999,-999,0,0
2020,11,17,18,-999,-999,-999,0,0
2020,11,17,19,-999,-999,-999,0,0
2020,11,17,20,-999,-999,-999,0,0
2020,11,17,21,-999,-999,-999,0,0
2020,11,17,22,-999,-999,-999,0,0
2020,11,17,23,-999,-999,-999,0,0
2020,11,18,0,-999,-999,-999,0,0
2020,11,18,1,-999,-999,-999,0,0
2020,11,18,2,-999,-999,-999,0,0
2020,11,18,3,-999,-999,-999,0,0
2020,11,18,4,-999,-999,-999,0,0
2020,11,18,5,-999,-999,-999,0,0
2020,11,18,6,-999,-999,-999,0,0
2020,11,18,7,-999,-999,-999,0,0
2020,11,18,8,0.38,0.14,88.07,5.77,17.8
2020,11,18,9,0.37,0.15,82.35,28.3,68.44
2020,11,18,10,0.2,0.12,77.98,23.85,57.25
2020,11,18,11,0.17,0.12,75.48,26.45,59.5
2020,11,18,12,0.11,0.1,75.09,17.98,40.18
2020,11,18,13,0.15,0.11,76.83,20.77,48.06
2020,11,18,14,0.12,0.11,80.55,12.62,27.87
2020,11,18,15,0.34,0.14,85.89,12.92,33.2
2020,11,18,16,-999,-999,-999,0,0
2020,11,18,17,-999,-999,-999,0,0
2020,11,18,18,-999,-999,-999,0,0
2020,11,18,19,-999,-999,-999,0,0
2020,11,18,20,-999,-999,-999,0,0
2020,11,18,21,-999,-999,-999,0,0
2020,11,18,22,-999,-999,-999,0,0
2020,11,18,23,-999,-999,-999,0,0
2020,11,19,0,-999,-999,-999,0,0
2020,11,19,1,-999,-999,-999,0,0
2020,11,19,2,-999,-999,-999,0,0
2020,11,19,3,-999,-999,-999,0,0
2020,11,19,4,-999,-999,-999,0,0
2020,11,19,5,-999,-999,-999,0,0
2020,11,19,6,-999,-999,-999,0,0
2020,11,19,7,-999,-999,-999,0,0
2020,11,19,8,0.29,0.11,88.24,3.65,12.34
2020,11,19,9,0.35,0.14,82.59,25.88,63.06
2020,11,19,10,0.3,0.13,78.21,34.52,85.76
2020,11,19,11,0.4,0.12,75.72,56.15,135.99
2020,11,19,12,0.44,0.12,75.31,64.45,154.81
2020,11,19,13,0.53,0.14,77.05,67.15,166.04
2020,11,19,14,0.47,0.15,80.75,43.15,104.8
2020,11,19,15,0.45,0.15,86.09,14.42,43.14
2020,11,19,16,-999,-999,-999,0,0
2020,11,19,17,-999,-999,-999,0,0
2020,11,19,18,-999,-999,-999,0,0
2020,11,19,19,-999,-999,-999,0,0
2020,11,19,20,-999,-999,-999,0,0
2020,11,19,21,-999,-999,-999,0,0
2020,11,19,22,-999,-999,-999,0,0
2020,11,19,23,-999,-999,-999,0,0
